ID,Investigators,Institution,Title,Submit_Year,Start_Year,Description
210308,Prof Ross  Smith,University of Queensland,Heterogeneous nuclear ribonucleoprotein A2-dependent mRNA trafficking in the cytoplasm of cells.,2001,2002,
210310,Prof Michael P Jennings,University of Queensland,Glycosylation of pili in pathogenic Neisseria:  function in disease and potential as a vaccine antigen,2001,2002,
210312,A/Pr Joseph A. Rothnagel,University of Queensland,Alternative splicing of GLI1 and its role in tumourigenesis,2001,2002,
210313,Prof Michael J Waters,University of Queensland,Uncoupled Research Fellowship,2001,2002,
210315,Prof Martin F Lavin,University of Queensland,Uncoupled Reseach Fellowship,2001,2002,
210317,Ms Nadine E Smith,University of Queensland,Statistical analysis of the transition to widowhood:,2001,2002,
210319,Dr Kelly AM Shaw,University of Queensland,The influence of the therapeutic alliance on the success of behavioural interventions in general practice: the case of w,2000,2002,
210335,Dr Stewart G Trost,University of Queensland,Effects of parental obesity on physical activity and the hypothesised social and environmental determinants,2001,2002,
210339,Dr Sean M Grimmond,University of Queensland,Expression profiling and defining gene pathways: a genomic based approach to defining angiogenic growth factor function,2001,2002,
210341,Dr Guy N Elston,University of Queensland,Anatomical substrates of cortical function and plasticity,2001,2002,
210342,Dr Jade K Forwood,University of Queensland,Structural and biochemical determination of beta-catenin nuclear import.,2001,2002,
210344,Dr Simon J Kinder,University of Queensland,Determination of the cellular and molecular mechanisms of axon growth and guidance in the embryonic vertebrate brain,2001,2002,
210347,Dr Tamara L Ownsworth,University of Queensland,Impaired self-awareness & employment outcome following acquired brain injury: Evaluation of an employment rehabilitation,2001,2002,
210348,Mr Graham L Moseley,University of Sydney,Evaluation of perceptual and motor mechanisms associated with pain.,2001,2002,
210350,Dr Angus G Thompson,University of Queensland,Mechanisms of dendritic cell - T Cell Interaction in Immune Tolerance,2001,2002,
210354,Mr Kevin C Miranda,University of Queensland,Protein sorting in polarised cells,2001,2002,
210355,Mr Won J Lee,University of Queensland,The plasma membrane Ca2+ - ATPase in tumorigenic and non-tumorigenic mammary gland epithelial cells,2001,2002,
210356,Dr Ingrid J Hickman,University of Queensland,The role of obesity and nutrition in chronic hepatitis C and fatty liver disease,2001,2002,
210358,Ms Wendy L Foley,University of Queensland,An investigation of family influences on dietary management of Type 2 Diabetes Mellitus by urban Indigenous women with ,2001,2002,
210363,Dr Anthony AW Russell,University of Queensland,Changes in insulin sensitivity and signalling in human adipose tissue and skeletal muscle during pregnancy.,2001,2002,
210364,Dr Jane C Nikles,University of Queensland,Using IMET (n of 1) methodology as a management tool in clinical practice.,2001,2002,
210365,Mr Jared M Dart,University of Queensland,Fostering people-Health Partnership: A computer delivered problem based learning course for primary health care workers,2001,2002,
210366,Ms Susan A Gargett,University of Queensland,An economic analysis of Australian aged care residential facilities: expenditure and health outcome determinandts,2001,2002,
210407,Dr Cameron J van den Heuvel,University of South Australia,Infrared thermal imaging: An innovative technique to assess peripheral body temperature.,2001,2002,
210413,Prof Simon  Stewart,Baker IDI Heart and Diabetes Institute,Optimising the therapeutic management of individuals with chronic cardiac disease,2001,2002,
211000,Prof Merlin  Crossley,University of Sydney,Characterization of novel Ikaros related proteins,2001,2002,
211001,Prof Arthur B Baker,University of Sydney,Development of novel methods for non-invasive measurement of cardiac output and lung volume during anaesthesia,2001,2002,
211002,A/Pr Christine L Clarke,University of Sydney,Modulation of cytoskeletal structure by progesterone receptor isoforms,2001,2002,
211004,Prof Brian J Morris,University of Sydney,MOLECULAR GENETICS OF ESSENTIAL HYPERTENSION,2001,2002,
211018,Dr Peter RA Johnson,University of Sydney,Airway smooth muscle contribution to remodelling in asthma.,2001,2002,
211023,Prof Paul M Pilowsky,University of Sydney,"Central control of blood pressure: neurotransmitters, receptors, signal transduction and gene expression",2001,2002,
211026,Dr Mary  Collins (Chebib),University of Sydney,The pharmacology and physiology of GABA-C receptors,2001,2002,
211030,Prof David G Allen,University of Sydney,Role of calcium stores and phosphate channels in muscle fatigue,2001,2002,
211031,Prof Robert G Cumming,University of Sydney,Improving vision to prevent falls: a randomized trial,2001,2002,
211035,Dr Alison K Death,University of Sydney,Mechanisms of pro-atherogenic effects of androgens in human vascular cells,2001,2002,
211040,Dr Lesley C Wright,University of Sydney,"Cryptococcal phospholipases: structure, and potential targets for therapeutics",2001,2002,
211046,Prof Robyn N Norton,University of Sydney,Cohort study of risk factors for young driver injuries,2001,2002,
211047,Prof Trevor R Parmenter,University of Sydney,Parent Education for the Treatment of Severe Behaviour Problems in Children with Developmental Disabilities,2001,2002,
211051,Dr Christine L Roberts,University of Sydney,Development and evaluation of a decision aid for women with a breech-presenting baby.,2001,2002,
211058,Prof Emma  Whitelaw,University of Sydney,Identification of variably expressed genes in isogenic mice and humans,2001,2002,
211069,Prof Paul  Mitchell,University of Sydney,"Blue Mountains Cohort Study: Incidence of eye disease, hearing loss and other health outcomes",2001,2002,
211072,Dr Rob U de  Longh,University of Melbourne,Expression and Role of Integrins During lens Development and Cataractogenesis,2001,2002,
211078,A/Pr Paul  Smith,University of Sydney,"ANALYSIS OF KNEE KINEMATICS- An MRI study of the normal, anterior cruciate injured, and reconstructed knee.",2001,2002,
211081,A/Pr Jennifer K Peat,University of Sydney,The Childhood Asthma Prevention Study (CAPS),2001,2002,
211082,Dr Sam  Lim,University of Sydney,The Role of the Alveolar Macrophage in the Regulation of Inflammation and Matrix Destruction in COPD,2001,2002,
211086,Prof Stephen W MacMahon,University of Sydney,A factorial randomised trial of intensive blood pressure lowering and glucose control in subjects with type 2 diabetes.,2001,2002,
211087,A/Pr Robert J Vandenberg,University of Sydney,Arachidonic Acid Modulation of Glutamate Transporters,2001,2002,
211088,Prof David J Henderson-Smart,University of Sydney,Inter-hospital variations in outcomes of very preterm infants admitted to neonatal intensive care units,2001,2002,
211108,Dr Joel P Mackay,University of Sydney,Zinc fingers as Pharmaceutical Scaffolds,2001,2002,
211110,Dr Allison D Abendroth,University of Sydney,Molecular mechanisms of varicella zoster virus interactions with key target cells,2001,2002,
211111,Prof James S WILEY,University of Sydney,Tumour B-cells from lymphomas are resistant to ATP-mediated apoptosis due to non-functional P2X7 receptors,2001,2002,
211112,Prof James S WILEY,University of Sydney,KILLING OF MYCOBACTERIUM TUBERCULOSIS IN MACROPHAGES VIA THE P2X7 RECEPTOR,2001,2002,
211117,Prof Christopher  Liddle,University of Sydney,Cytochrome P450 CYP3A Regulation in Humanized Transgenic Mice,2001,2002,
211123,Prof Jonathan  Stone,Australian National University,Molecular mechanisms of photoreceptor protection in rat models of degenerative retinal disease,2001,2002,
211124,Prof Rebecca S Mason,University of Sydney,Nutrient dependent signalling in bone via calcium sensing receptors,2001,2002,
211128,Dr Lisa M Sedger,University of Sydney,"Investigation of the roles of TNFa-related apoptosis-inducing ligand, TRAIL, in the immune system.",2001,2002,
211137,Prof Geoffrey C Farrell,University of Sydney,Preconditioning: the molecular basis for protection from hepatic ischemia-reperfusion injury,2001,2002,
211138,Prof David I Cook,University of Sydney,Regulation of the activity and the surface expression of sodium channels,2001,2002,
211142,Prof Richard J Bandler,University of Sydney,CENTRAL EVENTS PRECIPITATING SHOCK AFTER INJURY,2001,2002,
211144,Prof Peter  Reeves,University of Sydney,Origins and relationships of Shigella and enteroinvasive Escherichia coli,2001,2002,
211146,Prof David CH Harris,University of Sydney,The IDEAL Trial - Initiating Dialysis Early And Late,2001,2002,
211147,Prof David CH Harris,University of Sydney,EFFECTOR AND REGULATORY INTERSTITIAL INFLAMMATORY CELLS IN CHRONIC PROTEINURIC RENAL DISEASE,2001,2002,
211151,Dr Ann Louise  Sharpe,University of Sydney,Selective attention and fear avoidance in the maintenance and management of pain associated with rheumatoid arthritis,2001,2002,
211167,Prof Basil D Roufogalis,University of Sydney,Role of  Flavonoids from Phytomedicines in Herb-Drug Interactions Mediated by P-glycoprotein,2001,2002,
211168,Prof MacDonald J Christie,University of Sydney,Differentiation of multiple phenotypes of rostral ventromedial medulla neurons and their role in pain,2001,2002,
211169,Prof MacDonald J Christie,University of Sydney,Mechanisms of opioid receptor desensitisation in single neurons,2001,2002,
211172,A/Pr Graham J Mann,University of Sydney,Molecular genetics of melanoma predisposition,2001,2002,
211173,Dr Brett E Jones,University of Sydney,Mitochondrial dysfunction and pathways of cell death in drug-induced liver injury,2001,2002,
211177,Prof Paul S Haber,University of Sydney,The role of pharmacotherapy in prevention of relapse in alcohol dependence,2001,2002,
211187,Dr Helen M Dodds,University of Sydney,Roles of proteases in modulating chemosensitivity to chemotherapeutic agents.,2001,2002,
211188,Dr Hugh D Morgan,University of Sydney,Active demethylation in the mouse zygote: activity and candidate genes.,2001,2002,
211190,Dr Robert M Conway,University of Sydney,Development of a protein truncation test for the detection of germline retinoblastoma (RBI) gene mutations.,2001,2002,
211193,Prof John R Simes,University of Sydney,Uncoupled Research Fellowship,2001,2002,
211194,Prof Anthony C Keech,University of Sydney,Uncoupled Research Fellowship,2001,2002,
211196,Prof Paul M Pilowsky,University of Sydney,Uncoupled Research Fellowship,2001,2002,
211199,Prof Phyllis N Butow,University of Sydney,Uncoupled Research Fellowship,2001,2002,
211205,Prof Les M Irwig,University of Sydney,"Screening and Diagnosis: Accuracy, Outcomes and Informed Decision-Making",2001,2002,
211226,Prof Maria A Fiatarone Singh,University of Sydney,Hip Fracture Intervention Trial (HIPFIT),2001,2002,
211231,Prof Mark  Onslow,University of Sydney,Randomised Control Trial of Three Treatments for Adolescent Stutterers,2001,2002,
211239,A/Pr PETER G MIDDLETON,University of Sydney,EPITHELIAL ION TRANSPORT DEFECTS IN CYSTIC FIBROSIS: PATHOPHYSIOLOGY AND TREATMENT,2001,2002,
211244,A/Pr Peter  Illingworth,University of Sydney,Studies of the paracrine role of inhibin A/activin A in ovulation,2001,2002,
211245,A/Pr John R Wheatley,University of Sydney,THE VASCULAR CONSEQUENCES OF SNORING AND OBSTRUCTIVE SLEEP APNOEA,2001,2002,
211247,Dr Samuel G Solomon,University of Sydney,Colour processing in cortical vision.,2001,2002,
211248,Dr David J Adams,University of Sydney,A functional genomics approach to the identification of tumour suppressor genes.,2001,2002,
211249,Dr Kirsten J McCaffery,University of Sydney,Women's understanding of cervical screening and human papillomavirus (HPV): development and evaluation of a decision aid,2001,2002,
211253,Dr Karen - Vickery,University of Sydney,"biofilm: investigation, monitoring and control",2001,2002,
211254,Dr Anne M Moseley,University of Sydney,Randomised controlled trial of stretching for contracture after ankle fracture,2001,2002,
211256,Prof Ian D Cameron,University of Sydney,Enhancing mobility after hip fracture,2001,2002,
211257,Dr Sue M Firth,University of Sydney,Interactions between IGFBP-3 and TGFbeta in the inhibition of breast cancer cell growth,2001,2002,
211266,Dr James  Melrose,University of Sydney,INVESTIGATIONS ON THE REGULATION OF INTERVERTEBRAL DISC CELL MATRIX METALLOPROTEINASES,2001,2002,
211278,Prof Philip N Sambrook,University of Sydney,"Epidemiology of Osteoporotic Fractures in the Very Frail Elderly: Risk factors, Quality of Life and Mortality",2001,2002,
211279,A/Pr Lynette M March,University of Sydney,Economic Evaluation and Health Outcomes of Arthritis and its Treatments,2001,2002,
211302,Prof Michael G Clark,University of Tasmania,Mechanisms linking insulin-mediated muscle capillary recruitment and glucose uptake,2001,2002,
211308,Prof Terence  Dwyer,University of Tasmania,The role of personal UVR exposure on the clinical course of MS: a prospective cohort study.,2001,2002,
